%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.857e-05	5	0	3	74	9.728e-07	1000015733	assembly	                    GCF_001641005.1 Rathayibacter tritici strain=NCPPB 1953
1.857e-05	5	5	3	74	9.728e-07	1000015734	sequence	                      NZ_CP015515.1 Rathayibacter tritici strain NCPPB 1953, complete genome
1.114e-05	3	0	6	4.17	2.125e-06	1655488	no rank	                Luna cluster
1.114e-05	3	0	6	4.17	2.125e-06	1655489	no rank	                  Luna-1 subcluster
1.114e-05	3	3	6	4.17	2.125e-06	529883	genus	                    Rhodoluna
3.715e-06	1	0	38	1	9.252e-06	33877	genus	                Agromyces
3.715e-06	1	0	38	1	9.252e-06	453304	species	                  Agromyces aureus
3.715e-06	1	0	38	1	9.252e-06	1000020627	assembly	                    GCF_001660485.1 Agromyces aureus strain=AR33
3.715e-06	1	1	38	1	9.252e-06	1000020628	sequence	                      NZ_CP013979.1 Agromyces aureus strain AR33, complete genome
3.715e-06	1	0	3	1	3.866e-07	69578	genus	                Cryobacterium
3.715e-06	1	0	3	1	8.295e-07	1978566	species	                  Cryobacterium sp. LW097
3.715e-06	1	0	3	1	8.295e-07	1000023908	assembly	                    GCF_002205495.1 Cryobacterium sp. LW097
3.715e-06	1	1	3	1	8.641e-07	1000023909	sequence	                      NZ_CP021992.1 Cryobacterium sp. LW097, complete genome
0.0001374	37	2	695	1.85	6.29e-06	1268	family	              Micrococcaceae
9.659e-05	26	1	301	2.93	4.08e-05	32207	genus	                Rothia
5.572e-05	15	0	120	3.85	4.893e-05	2047	species	                  Rothia dentocariosa
5.572e-05	15	0	120	3.85	4.893e-05	762948	no rank	                    Rothia dentocariosa ATCC 17931
5.572e-05	15	0	120	3.85	4.893e-05	1000013298	assembly	                      GCF_000164695.2 Rothia dentocariosa ATCC 17931
5.572e-05	15	15	120	3.85	4.893e-05	1000013299	sequence	                        NC_014643.1 Rothia dentocariosa ATCC 17931, complete genome
3.715e-05	10	10	159	2.03	3.234e-05	43675	species	                  Rothia mucilaginosa
1.857e-05	5	0	159	1	7.178e-05	1269	genus	                Micrococcus
1.857e-05	5	0	159	1	7.178e-05	1270	species	                  Micrococcus luteus
1.857e-05	5	0	159	1	7.178e-05	465515	no rank	                    Micrococcus luteus NCTC 2665
1.857e-05	5	0	159	1	7.178e-05	1000008732	assembly	                      GCF_000023205.1 Micrococcus luteus NCTC 2665
1.857e-05	5	5	159	1	7.178e-05	1000008733	sequence	                        NC_012803.1 Micrococcus luteus NCTC 2665, complete genome
1.114e-05	3	1	23	1.26	2.742e-06	57493	genus	                Kocuria
7.43e-06	2	2	9	1.67	3.543e-06	72000	species	                  Kocuria rhizophila
3.715e-06	1	0	7	1	1.247e-07	1663	genus	                Arthrobacter
3.715e-06	1	0	7	1	1.493e-06	1357915	species	                  Arthrobacter sp. QXT-31
3.715e-06	1	0	7	1	1.493e-06	1000022256	assembly	                    GCF_001969265.1 Arthrobacter sp. QXT-31
3.715e-06	1	1	7	1	1.493e-06	1000022257	sequence	                      NZ_CP019304.1 Arthrobacter sp. QXT-31, complete genome
9.287e-05	25	0	30	7.47	1.711e-06	85017	family	              Promicromonosporaceae
9.287e-05	25	0	30	7.47	8.521e-06	186188	genus	                Xylanimonas
9.287e-05	25	0	30	7.47	8.521e-06	186189	species	                  Xylanimonas cellulosilytica
9.287e-05	25	0	30	7.47	8.521e-06	446471	no rank	                    Xylanimonas cellulosilytica DSM 15894
9.287e-05	25	0	30	7.47	8.521e-06	1000018994	assembly	                      GCF_000024965.1 Xylanimonas cellulosilytica DSM 15894
9.287e-05	25	25	30	7.47	8.733e-06	1000018995	sequence	                        NC_013530.1 Xylanimonas cellulosilytica DSM 15894, complete genome
1.857e-05	5	0	134	1.13	5.869e-06	85020	family	              Dermabacteraceae
1.114e-05	3	1	26	1.65	1.475e-06	43668	genus	                Brachybacterium
7.43e-06	2	0	9	2	2.836e-06	43669	species	                  Brachybacterium faecium
7.43e-06	2	0	9	2	2.836e-06	446465	no rank	                    Brachybacterium faecium DSM 4810
7.43e-06	2	0	9	2	2.836e-06	1000016412	assembly	                      GCF_000023405.1 Brachybacterium faecium DSM 4810
7.43e-06	2	2	9	2	2.836e-06	1000016413	sequence	                        NC_013172.1 Brachybacterium faecium DSM 4810 chromosome, complete genome
7.43e-06	2	0	98	1	4.303e-05	36739	genus	                Dermabacter
7.43e-06	2	0	98	1	4.303e-05	1630135	species	                  Dermabacter vaginalis
7.43e-06	2	0	98	1	4.303e-05	1000022813	assembly	                    GCF_001678905.1 Dermabacter vaginalis strain=AD1-86
7.43e-06	2	2	98	1	4.303e-05	1000022814	sequence	                      NZ_CP012117.1 Dermabacter vaginalis strain AD1-86, complete genome
1.114e-05	3	0	10	11	1.044e-05	577468	no rank	              unclassified Micrococcales
1.114e-05	3	0	10	11	1.044e-05	2038	genus	                Tropheryma
1.114e-05	3	3	10	11	1.044e-05	2039	species	                  Tropheryma whipplei
7.43e-06	2	0	8	1	1.035e-06	85019	family	              Brevibacteriaceae
7.43e-06	2	0	8	1	1.035e-06	1696	genus	                Brevibacterium
7.43e-06	2	1	8	1	1.035e-06	1703	species	                  Brevibacterium linens
3.715e-06	1	0	2	1	5.039e-07	1000012488	assembly	                    GCF_001729525.1 Brevibacterium linens strain=SMQ-1335
3.715e-06	1	1	2	1	5.039e-07	1000012489	sequence	                      NZ_CP017150.1 Brevibacterium linens strain SMQ-1335, complete genome
7.43e-06	2	0	2	1	1.457e-07	85021	family	              Intrasporangiaceae
3.715e-06	1	0	1	1	2.94e-07	265976	genus	                Serinicoccus
3.715e-06	1	0	1	1	2.94e-07	1758689	species	                  Serinicoccus sp. JLT9
3.715e-06	1	0	1	1	2.94e-07	1000023259	assembly	                    GCF_001685415.1 Serinicoccus sp. JLT9
3.715e-06	1	1	1	1	2.94e-07	1000023260	sequence	                      NZ_CP014989.1 Serinicoccus sp. JLT9, complete genome
3.715e-06	1	0	1	1	2.598e-07	53357	genus	                Intrasporangium
3.715e-06	1	0	1	1	2.598e-07	53358	species	                  Intrasporangium calvum
3.715e-06	1	0	1	1	2.598e-07	710696	no rank	                    Intrasporangium calvum DSM 43043
3.715e-06	1	0	1	1	2.598e-07	1000016776	assembly	                      GCF_000184685.1 Intrasporangium calvum DSM 43043
3.715e-06	1	1	1	1	2.598e-07	1000016777	sequence	                        NC_014830.1 Intrasporangium calvum DSM 43043, complete genome
3.715e-06	1	0	39	1	3.624e-06	145357	family	              Dermacoccaceae
3.715e-06	1	0	39	1	1.519e-05	57499	genus	                Kytococcus
3.715e-06	1	0	39	1	1.519e-05	1276	species	                  Kytococcus sedentarius
3.715e-06	1	0	39	1	1.519e-05	478801	no rank	                    Kytococcus sedentarius DSM 20547
3.715e-06	1	0	39	1	1.519e-05	1000008737	assembly	                      GCF_000023925.1 Kytococcus sedentarius DSM 20547
3.715e-06	1	1	39	1	1.519e-05	1000008738	sequence	                        NC_013169.1 Kytococcus sedentarius DSM 20547, complete genome
3.715e-06	1	0	8	1.88	2.986e-06	85022	family	              Jonesiaceae
3.715e-06	1	0	8	1.88	2.986e-06	43673	genus	                Jonesia
3.715e-06	1	1	8	1.88	2.986e-06	43674	species	                  Jonesia denitrificans
3.715e-06	1	0	14	1	1.014e-06	85016	family	              Cellulomonadaceae
3.715e-06	1	1	14	1	1.014e-06	1707	genus	                Cellulomonas
0.0003566	96	10	2406	1.47	4.152e-06	85007	order	            Corynebacteriales
0.0001932	52	0	1404	1.48	9.337e-06	1653	family	              Corynebacteriaceae
0.0001932	52	11	1404	1.48	9.337e-06	1716	genus	                Corynebacterium
4.458e-05	12	0	429	1.21	0.0001785	161879	species	                  Corynebacterium kroppenstedtii
4.458e-05	12	0	429	1.21	0.0001785	645127	no rank	                    Corynebacterium kroppenstedtii DSM 44385
4.458e-05	12	0	429	1.21	0.0001785	1000018858	assembly	                      GCF_000023145.1 Corynebacterium kroppenstedtii DSM 44385
4.458e-05	12	12	429	1.21	0.0001785	1000018859	sequence	                        NC_012704.1 Corynebacterium kroppenstedtii DSM 44385, complete genome
2.6e-05	7	5	31	2.65	5.252e-06	1717	species	                  Corynebacterium diphtheriae
3.715e-06	1	0	1	1	0.002849	257309	no rank	                    Corynebacterium diphtheriae NCTC 13129
3.715e-06	1	0	1	1	0.002849	1000012515	assembly	                      GCF_000195815.1 Corynebacterium diphtheriae NCTC 13129
3.715e-06	1	1	1	1	0.002849	1000012516	sequence	                        NC_002935.2 Corynebacterium diphtheriae NCTC 13129, complete genome
3.715e-06	1	0	1	1	7.675e-06	698965	no rank	                    Corynebacterium diphtheriae CDCE 8392
3.715e-06	1	0	1	1	7.675e-06	1000012525	assembly	                      GCF_000255215.1 Corynebacterium diphtheriae CDCE 8392
3.715e-06	1	1	1	1	7.675e-06	1000012526	sequence	                        NC_016785.1 Corynebacterium diphtheriae CDCE 8392, complete genome
1.857e-05	5	0	37	7.43	5.199e-06	1718	species	                  Corynebacterium glutamicum
1.486e-05	4	0	11	21.5	0.0005497	1000012579	assembly	                    GCF_002163915.1 Corynebacterium glutamicum strain=TQ2223
1.486e-05	4	4	11	21.5	0.0005497	1000012580	sequence	                      NZ_CP020658.1 Corynebacterium glutamicum strain TQ2223, complete genome
3.715e-06	1	0	26	1.5	0.001654	1000012555	assembly	                    GCF_000742735.1 Corynebacterium glutamicum strain=AR1
3.715e-06	1	1	26	1.5	0.001666	1000012556	sequence	                      NZ_CP007724.1 Corynebacterium glutamicum strain AR1, complete genome
1.114e-05	3	0	21	1	8.982e-06	161896	species	                  Corynebacterium camporealensis
1.114e-05	3	0	21	1	8.982e-06	1000018862	assembly	                    GCF_000980815.1 Corynebacterium camporealensis strain=DSM 44610
1.114e-05	3	3	21	1	8.982e-06	1000018863	sequence	                      NZ_CP011311.1 Corynebacterium camporealensis strain DSM 44610, complete genome
7.43e-06	2	0	2	2	7.365e-07	1721	species	                  Corynebacterium callunae
7.43e-06	2	0	2	2	7.365e-07	1121353	no rank	                    Corynebacterium callunae DSM 20147
7.43e-06	2	0	2	2	7.365e-07	1000012715	assembly	                      GCF_000344785.1 Corynebacterium callunae DSM 20147
7.43e-06	2	2	2	2	7.559e-07	1000012716	sequence	                        NC_020506.1 Corynebacterium callunae DSM 20147, complete genome
3.715e-06	1	0	43	1	1.674e-05	28028	species	                  Corynebacterium flavescens
3.715e-06	1	0	43	1	1.674e-05	1000013811	assembly	                    GCF_001941465.1 Corynebacterium flavescens strain=OJ8
3.715e-06	1	1	43	1	1.674e-05	1000013812	sequence	                      NZ_CP009246.1 Corynebacterium flavescens strain OJ8, complete genome
3.715e-06	1	0	36	1	1.545e-05	43770	species	                  Corynebacterium striatum
3.715e-06	1	0	36	1	1.545e-05	1000016431	assembly	                    GCF_002156805.1 Corynebacterium striatum strain=KC-Na-01
3.715e-06	1	1	36	1	1.563e-05	1000016432	sequence	                      NZ_CP021252.1 Corynebacterium striatum strain KC-Na-01, complete genome
3.715e-06	1	0	30	1	1.168e-05	169292	species	                  Corynebacterium aurimucosum
3.715e-06	1	0	30	1	1.168e-05	548476	no rank	                    Corynebacterium aurimucosum ATCC 700975
3.715e-06	1	0	30	1	1.168e-05	1000018916	assembly	                      GCF_000022905.1 Corynebacterium aurimucosum ATCC 700975
3.715e-06	1	1	30	1	1.175e-05	1000018917	sequence	                        NC_012590.1 Corynebacterium aurimucosum ATCC 700975, complete genome
3.715e-06	1	0	20	1	9.533e-06	401472	species	                  Corynebacterium ureicelerivorans
3.715e-06	1	0	20	1	9.533e-06	1000020445	assembly	                    GCF_000747315.1 Corynebacterium ureicelerivorans strain=IMMIB RIV-2301
3.715e-06	1	1	20	1	9.756e-06	1000020446	sequence	                      NZ_CP009215.1 Corynebacterium ureicelerivorans strain IMMIB RIV-2301, complete genome
3.715e-06	1	0	18	1	6.743e-06	161895	species	                  Corynebacterium phocae
3.715e-06	1	0	18	1	6.743e-06	1000018855	assembly	                    GCF_001941565.1 Corynebacterium phocae strain=M408/89/1
3.715e-06	1	1	18	1	6.774e-06	1000018856	sequence	                      NZ_CP009249.1 Corynebacterium phocae strain M408/89/1, complete genome
3.715e-06	1	0	15	1.07	9.059e-06	1487956	species	                  Corynebacterium sp. ATCC 6931
3.715e-06	1	0	15	1.07	9.059e-06	1000022476	assembly	                    GCF_000755185.1 Corynebacterium sp. ATCC 6931
3.715e-06	1	1	15	1.07	9.059e-06	1000022477	sequence	                      NZ_CP008913.1 Corynebacterium sp. ATCC 6931, complete genome
3.715e-06	1	0	12	1.25	4.121e-06	35757	species	                  Corynebacterium cystitidis
3.715e-06	1	0	12	1.25	4.121e-06	1000015952	assembly	                    GCF_900187295.1 Corynebacterium cystitidis strain=NCTC11863
3.715e-06	1	1	12	1.25	4.121e-06	1000015953	sequence	                      NZ_LT906473.1 Corynebacterium cystitidis strain NCTC11863 genome assembly, chromosome: 1
3.715e-06	1	0	9	1	3.258e-06	203263	species	                  Corynebacterium aquilae
3.715e-06	1	0	9	1	3.258e-06	1431546	no rank	                    Corynebacterium aquilae DSM 44791
3.715e-06	1	0	9	1	3.258e-06	1000019191	assembly	                      GCF_001941445.1 Corynebacterium aquilae DSM 44791 strain=S-613
3.715e-06	1	1	9	1	3.258e-06	1000019192	sequence	                        NZ_CP009245.1 Corynebacterium aquilae DSM 44791 strain S-613, complete genome
3.715e-06	1	0	5	1.6	2.226e-06	702967	species	                  Corynebacterium sp. NML98-0116
3.715e-06	1	0	5	1.6	2.226e-06	1000021323	assembly	                    GCF_001767255.1 Corynebacterium sp. NML98-0116
3.715e-06	1	1	5	1.6	2.226e-06	1000021324	sequence	                      NZ_CP017639.1 Corynebacterium sp. NML98-0116 genome
3.715e-06	1	0	1	2	4.353e-07	1230998	species	                  Corynebacterium frankenforstense
3.715e-06	1	0	1	2	4.353e-07	1437875	no rank	                    Corynebacterium frankenforstense DSM 45800
3.715e-06	1	0	1	2	4.353e-07	1000021998	assembly	                      GCF_001941485.1 Corynebacterium frankenforstense DSM 45800 strain=ST18
3.715e-06	1	1	1	2	4.353e-07	1000021999	sequence	                        NZ_CP009247.1 Corynebacterium frankenforstense DSM 45800 strain ST18, complete genome
3.715e-06	1	0	1	1	2.882e-07	1404244	species	                  Corynebacterium glyciniphilum
3.715e-06	1	0	1	1	2.882e-07	1404245	no rank	                    Corynebacterium glyciniphilum AJ 3170
3.715e-06	1	0	1	1	2.882e-07	1000022317	assembly	                      GCF_000626675.1 Corynebacterium glyciniphilum AJ 3170
3.715e-06	1	1	1	1	2.93e-07	1000022318	sequence	                        NZ_CP006842.1 Corynebacterium glyciniphilum AJ 3170, complete genome
3.715e-06	1	0	1	1	3.717e-07	575200	species	                  Corynebacterium maris
3.715e-06	1	0	1	1	3.717e-07	1224163	no rank	                    Corynebacterium maris DSM 45190
3.715e-06	1	0	1	1	3.717e-07	1000021078	assembly	                      GCF_000442645.1 Corynebacterium maris DSM 45190
3.715e-06	1	1	1	1	3.775e-07	1000021079	sequence	                        NC_021915.1 Corynebacterium maris DSM 45190, complete genome
5.944e-05	16	0	414	1.69	0.0002018	697024	no rank	              unclassified Corynebacteriales
5.944e-05	16	0	414	1.69	0.0002018	1847725	genus	                Lawsonella
5.944e-05	16	15	414	1.69	0.0002018	1528099	species	                  Lawsonella clevelandensis
3.715e-06	1	0	11	1	4.945e-05	1000022554	assembly	                    GCF_001281505.1 Lawsonella clevelandensis strain=X1698
3.715e-06	1	1	11	1	4.945e-05	1000022555	sequence	                      NZ_CP012390.1 Lawsonella clevelandensis strain X1698 chromosome, complete genome
2.229e-05	6	0	102	1.18	4.25e-07	1762	family	              Mycobacteriaceae
2.229e-05	6	2	102	1.18	4.337e-07	1763	genus	                Mycobacterium
7.43e-06	2	2	23	1.65	7.451e-06	1769	species	                  Mycobacterium leprae
3.715e-06	1	0	28	1	4.049e-06	212767	species	                  Mycobacterium sp. JS623
3.715e-06	1	0	28	1	4.049e-06	1000019249	assembly	                    GCF_000328565.1 Mycobacterium sp. JS623
3.715e-06	1	1	28	1	4.538e-06	1000019250	sequence	                      NC_019966.1 Mycobacterium sp. JS623, complete genome
3.715e-06	1	0	12	1	2.659e-06	1797	species	                  Mycobacterium thermoresistibile
3.715e-06	1	0	12	1	2.659e-06	1000013150	assembly	                    GCF_900187065.1 Mycobacterium thermoresistibile strain=NCTC10409
3.715e-06	1	1	12	1	2.659e-06	1000013151	sequence	                      NZ_LT906483.1 Mycobacterium thermoresistibile strain NCTC10409 genome assembly, chromosome: 1
1.857e-05	5	0	53	1.04	2.078e-06	85026	family	              Gordoniaceae
1.857e-05	5	2	53	1.04	2.078e-06	2053	genus	                Gordonia
7.43e-06	2	0	16	1	2.866e-06	84595	species	                  Gordonia polyisoprenivorans
7.43e-06	2	0	16	1	2.866e-06	1112204	no rank	                    Gordonia polyisoprenivorans VH2
7.43e-06	2	0	16	1	2.866e-06	1000017898	assembly	                      GCF_000247715.1 Gordonia polyisoprenivorans VH2
7.43e-06	2	2	16	1	2.955e-06	1000017899	sequence	                        NC_016906.1 Gordonia polyisoprenivorans VH2, complete genome
3.715e-06	1	0	4	1	9.563e-07	1136941	species	                  Gordonia sp. QH-11
3.715e-06	1	0	4	1	9.563e-07	1000021800	assembly	                    GCF_001305675.1 Gordonia sp. QH-11
3.715e-06	1	1	4	1	9.563e-07	1000021801	sequence	                      NZ_CP011853.1 Gordonia sp. QH-11, complete genome
1.486e-05	4	0	44	1.09	1.286e-05	85029	family	              Dietziaceae
1.486e-05	4	0	44	1.09	1.286e-05	37914	genus	                Dietzia
1.486e-05	4	0	44	1.09	1.286e-05	499555	species	                  Dietzia timorensis
1.486e-05	4	0	44	1.09	1.286e-05	1000020899	assembly	                    GCF_001659785.1 Dietzia timorensis strain=ID05-A0528
1.486e-05	4	4	44	1.09	1.286e-05	1000020900	sequence	                      NZ_CP015961.1 Dietzia timorensis strain ID05-A0528, complete genome
1.114e-05	3	0	86	1	5.737e-07	85025	family	              Nocardiaceae
1.114e-05	3	2	81	1	8.215e-07	1827	genus	                Rhodococcus
3.715e-06	1	0	2	1	4.209e-07	43767	species	                  Rhodococcus hoagii
3.715e-06	1	0	2	1	4.209e-07	685727	no rank	                    Rhodococcus hoagii 103S
3.715e-06	1	0	2	1	4.209e-07	1000016425	assembly	                      GCF_000196695.1 Rhodococcus hoagii 103S
3.715e-06	1	1	2	1	4.209e-07	1000016426	sequence	                        NC_014659.1 Rhodococcus equi 103S chromosome
0.0002675	72	0	243	15.5	4.407e-06	85004	order	            Bifidobacteriales
0.0002675	72	2	243	15.5	4.407e-06	31953	family	              Bifidobacteriaceae
0.0002377	64	55	102	12	2.145e-06	1678	genus	                Bifidobacterium
1.857e-05	5	0	2	5	5.384e-07	28025	species	                  Bifidobacterium animalis
1.857e-05	5	0	2	5	8.163e-06	302911	subspecies	                    Bifidobacterium animalis subsp. lactis
1.857e-05	5	0	2	5	0.0002263	1316911	no rank	                      Bifidobacterium animalis subsp. lactis KLDS2.0603
1.857e-05	5	0	2	5	0.0002263	1000013799	assembly	                        GCF_000816205.1 Bifidobacterium animalis subsp. lactis KLDS2.0603
1.857e-05	5	5	2	5	0.0002263	1000013800	sequence	                          NZ_CP007522.1 Bifidobacterium animalis subsp. lactis KLDS2.0603, complete genome
7.43e-06	2	0	15	1.33	2.128e-06	216816	species	                  Bifidobacterium longum
7.43e-06	2	0	15	1.33	1.356e-05	1679	subspecies	                    Bifidobacterium longum subsp. longum
3.715e-06	1	0	5	2	5.8e-05	1000019340	assembly	                      GCF_001446255.1 Bifidobacterium longum subsp. longum strain=NCIMB8809
3.715e-06	1	1	5	2	5.8e-05	1000019341	sequence	                        NZ_CP011964.1 Bifidobacterium longum subsp. longum strain NCIMB8809, complete genome
3.715e-06	1	0	10	1	6.259e-05	1000019338	assembly	                      GCF_001446275.1 Bifidobacterium longum subsp. longum strain=CCUG30698
3.715e-06	1	1	10	1	6.259e-05	1000019339	sequence	                        NZ_CP011965.1 Bifidobacterium longum subsp. longum strain CCUG30698, complete genome
7.43e-06	2	2	2	2	6.366e-07	1681	species	                  Bifidobacterium bifidum
2.229e-05	6	0	60	2.83	1.507e-05	2701	genus	                Gardnerella
2.229e-05	6	6	60	2.83	1.507e-05	2702	species	                  Gardnerella vaginalis
0.000208	56	0	318	2.4	1.098e-05	2037	order	            Actinomycetales
0.000208	56	2	318	2.4	1.098e-05	2049	family	              Actinomycetaceae
0.000104	28	0	14	17.9	6.672e-06	1653174	genus	                Actinotignum
0.000104	28	0	14	17.9	6.672e-06	59505	species	                  Actinotignum schaalii
0.000104	28	0	14	17.9	6.672e-06	1000017030	assembly	                    GCF_000724605.1 Actinotignum schaalii strain=CCUG 27420
0.000104	28	28	14	17.9	6.672e-06	1000017031	sequence	                      NZ_CP008802.1 Actinotignum schaalii strain CCUG 27420 chromosome, complete genome
4.829e-05	13	4	213	1.4	1.098e-05	1654	genus	                Actinomyces
1.486e-05	4	0	21	3.33	1.126e-05	1852377	species	                  Actinomyces sp. Marseille-P2985
1.486e-05	4	0	21	3.33	1.126e-05	1000023589	assembly	                    GCF_900120245.1 Actinomyces sp. Marseille-P2985
1.486e-05	4	4	21	3.33	1.126e-05	1000023590	sequence	                      NZ_LT635457.1 Actinomyces sp. Marseille-P2985 strain Marseille-P2985T genome assembly, chromosome: contig00001
7.43e-06	2	0	1	2	3.717e-07	111015	species	                  Actinomyces radicidentis
7.43e-06	2	0	1	2	3.717e-07	1000018380	assembly	                    GCF_001553565.1 Actinomyces radicidentis strain=CCUG 36733
7.43e-06	2	2	1	2	3.717e-07	1000018381	sequence	                      NZ_CP014228.1 Actinomyces radicidentis strain CCUG 36733, complete genome
3.715e-06	1	0	39	1.44	1.964e-05	52773	species	                  Actinomyces meyeri
3.715e-06	1	0	39	1.44	1.964e-05	1000016754	assembly	                    GCF_001262055.1 Actinomyces meyeri strain=W712
3.715e-06	1	1	39	1.44	1.964e-05	1000016755	sequence	                      NZ_CP012072.1 Actinomyces meyeri strain W712, complete genome
3.715e-06	1	0	33	1	1.148e-05	544580	species	                  Actinomyces oris
3.715e-06	1	0	33	1	1.148e-05	1000020987	assembly	                    GCF_001553935.1 Actinomyces oris strain=T14V
3.715e-06	1	1	33	1	1.148e-05	1000020988	sequence	                      NZ_CP014232.1 Actinomyces oris strain T14V, complete genome
3.715e-06	1	0	27	1	1.172e-05	1851395	species	                  Actinomyces sp. Chiba101
3.715e-06	1	0	27	1	1.172e-05	1000023583	assembly	                    GCF_002356195.1 Actinomyces sp. Chiba101
3.715e-06	1	1	27	1	1.172e-05	1000023584	sequence	                      NZ_AP017896.1 Actinomyces sp. Chiba101 DNA, complete genome
3.715e-05	10	0	9	2.56	2.612e-06	1069494	genus	                Trueperella
3.715e-05	10	10	9	2.56	2.612e-06	1661	species	                  Trueperella pyogenes
1.114e-05	3	0	59	1.83	2.813e-05	2050	genus	                Mobiluncus
1.114e-05	3	0	59	1.83	2.813e-05	2051	species	                  Mobiluncus curtisii
1.114e-05	3	0	59	1.83	2.813e-05	548479	no rank	                    Mobiluncus curtisii ATCC 43063
